rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
3366,https://boardgamegeek.com/boardgame/191877/touria,191877,Touria,2,4,60,45,60,2016,6.74252,5.76946,313,https://cf.geekdo-images.com/original/img/5LHOBYHqn8qt0DLnk9mPRxxpY3Q=/0x0/pic3193547.jpg,10,"Dice Rolling, Pick-up and Deliver, Point to Point Movement",598,"Adventure, Fantasy, Humor, Medieval, Renaissance, Travel","Inka Brand, Markus Brand, Michael Rieneck",1.8571
3367,https://boardgamegeek.com/boardgame/9021/sunken-city,9021,Sunken City,2,4,45,45,45,2004,6.16692,5.76942,820,https://cf.geekdo-images.com/original/img/WKLsSj51J8pLz_z3HceLY5Ls8K8=/0x0/pic38542.jpg,8,"Campaign / Battle Card Driven, Modular Board, Pick-up and Deliver, Point to Point Movement, Press Your Luck, Roll / Spin and Move, Tile Placement",1279,"Adventure, Ancient, Exploration, Mythology","Michael Kiesling, Wolfgang Kramer",1.9897
3368,https://boardgamegeek.com/boardgame/203740/age-thieves,203740,Age of Thieves,2,4,120,60,120,2016,7.02004,5.76942,259,https://cf.geekdo-images.com/original/img/uUiiN2ZOOfAOS_VKtJhDRwsaomQ=/0x0/pic3195662.jpg,14,"Action / Movement Programming, Action Point Allowance System, Simultaneous Action Selection, Variable Player Powers",558,"Fantasy, Miniatures, Renaissance, Spies/Secret Agents",Sławomir Stępień,2.6
3369,https://boardgamegeek.com/boardgame/192185/matryoshka,192185,Matryoshka,3,5,20,20,20,2016,6.76902,5.76937,316,https://cf.geekdo-images.com/original/img/fH4FEnL8sVjwP3V0CyFcnSwJ2VU=/0x0/pic2858740.jpg,8,"Hand Management, Set Collection, Trading",629,Card Game,Sérgio Halaban,1.6
3370,https://boardgamegeek.com/boardgame/181440/hack-trick,181440,Hack Trick,2,4,25,15,25,2015,6.6348,5.76905,400,https://cf.geekdo-images.com/original/img/9tVDZ7be2LFDwcisshrhLvIvq70=/0x0/pic2614239.jpg,10,"Area Control / Area Influence, Hand Management, Variable Player Powers",612,"Abstract Strategy, Card Game, Deduction",József Dorsonczky,1.4286
3371,https://boardgamegeek.com/boardgame/162865/i-spy,162865,"I, Spy",2,4,90,90,90,2015,7.38133,5.76902,203,https://cf.geekdo-images.com/original/img/m9sLTUORxtYxIRuBsOcK2PnBEOo=/0x0/pic2086976.jpg,13,"Hand Management, Point to Point Movement",386,"Bluffing, Deduction, Spies/Secret Agents, World War I",C. Simon Reid,3.04
3372,https://boardgamegeek.com/boardgame/165595/jamsumo,165595,JamSumo,2,4,30,30,30,2014,7.45915,5.76894,179,https://cf.geekdo-images.com/original/img/ArR5dVhaXPZmHZwpKCkYkBRDlt4=/0x0/pic2277397.jpg,6,none,217,Action / Dexterity,Gavin Birnbaum,2
3373,https://boardgamegeek.com/boardgame/147299/pocket-imperium,147299,Pocket Imperium,2,4,45,30,45,2013,6.35831,5.76892,558,https://cf.geekdo-images.com/original/img/IvLVr8koYhqpF-8LuA8IwoL71yk=/0x0/pic2644229.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Modular Board, Simultaneous Action Selection",1576,"Print & Play, Science Fiction, Space Exploration, Territory Building",David J. Mortimer,1.9355
3374,https://boardgamegeek.com/boardgame/3040/star-trek-starship-tactical-combat-simulator,3040,Star Trek: Starship Tactical Combat Simulator,2,6,120,30,120,1983,6.68286,5.76864,392,https://cf.geekdo-images.com/original/img/yjfmml89R77xw2DJzCiwe4y9IZM=/0x0/pic193037.jpg,10,"Hex-and-Counter, Simultaneous Action Selection",834,"Aviation / Flight, Movies / TV / Radio theme, Science Fiction","Forest Brown, David F. Tepool, Wm. John Wheeler",2.8696
3375,https://boardgamegeek.com/boardgame/163172/waterloo-1815-fallen-eagles,163172,Waterloo 1815: Fallen Eagles,1,3,720,60,720,2015,8.37431,5.76858,144,https://cf.geekdo-images.com/original/img/mSLzQmzdE8eH-wIOQ0z3nGzYS1w=/0x0/pic2415214.jpg,14,Hex-and-Counter,467,"Napoleonic, Wargame",Walter Vejdovsky,2.9167
3376,https://boardgamegeek.com/boardgame/104627/feudalia,104627,Feudalia,1,4,90,90,90,2011,7.4334,5.76841,179,https://cf.geekdo-images.com/original/img/sWDX4SegsPc3WEd1eMXbCopWHRs=/0x0/pic3143053.jpg,14,"Card Drafting, Deck / Pool Building, Hand Management, Trading, Worker Placement",324,"Card Game, City Building, Civilization, Medieval, Negotiation",Fernando Abad,3.1538
3377,https://boardgamegeek.com/boardgame/32901/prawo-dzungli,32901,Prawo Dżungli,2,100,10,10,10,2007,6.59592,5.76818,404,https://cf.geekdo-images.com/original/img/-DvJfJyDjnr9p0VjlOGcMqaOAIM=/0x0/pic267897.jpg,8,Pattern Recognition,462,"Action / Dexterity, Card Game, Party Game",(Uncredited),1.4062
3378,https://boardgamegeek.com/boardgame/41090/magnate,41090,Magnate,2,2,45,45,45,2008,7.32216,5.76798,190,https://cf.geekdo-images.com/original/img/ehx-XRhh8miuBEr9fCKhPZzTjqo=/0x0/pic1015454.png,13,"Area Control / Area Influence, Dice Rolling, Hand Management",208,"Card Game, City Building, Economic",Cristyn Magnus,2.2
3379,https://boardgamegeek.com/boardgame/151/piratenbillard,151,Piratenbillard,2,4,15,15,15,1959,6.58859,5.76797,355,https://cf.geekdo-images.com/original/img/R5sp38b1nYrs2VbX6io36SjYorY=/0x0/pic297544.jpg,8,none,238,"Action / Dexterity, Pirates",Reinhold Wittig,1.25
3380,https://boardgamegeek.com/boardgame/235512/loot-island,235512,Loot Island,2,5,60,30,60,2017,6.71681,5.76765,329,https://cf.geekdo-images.com/original/img/06LF6RP8xrYllKaFIJOnerloQTc=/0x0/pic3741864.jpg,10,"Hand Management, Set Collection",606,Card Game,Aaron Haag,2.1818
3381,https://boardgamegeek.com/boardgame/3573/napoleon-waterloo,3573,Napoleon at Waterloo,2,2,30,30,30,1971,6.57079,5.76764,416,https://cf.geekdo-images.com/original/img/WS_qKN6GK7iFfau_3yy5UUQ7H7o=/0x0/pic198055.jpg,10,Hex-and-Counter,931,"Napoleonic, Wargame",Jim Dunnigan,1.9153
3382,https://boardgamegeek.com/boardgame/59936/battle-merchants,59936,Battle Merchants,2,4,120,120,120,2014,6.85054,5.76751,280,https://cf.geekdo-images.com/original/img/j7hfwRfaVuRAJJNSb178keEMP98=/0x0/pic2796875.jpg,10,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Time Track",528,"Economic, Fantasy",Gil Hova,2.8824
3383,https://boardgamegeek.com/boardgame/1927/munchkin,1927,Munchkin,3,6,120,60,120,2001,5.93112,5.76741,32992,https://cf.geekdo-images.com/original/img/vp7LtUmBZgIRMwa8qwRpVkHIFnU=/0x0/pic1871016.jpg,10,"Card Drafting, Dice Rolling, Hand Management, Take That, Variable Player Powers",56239,"Card Game, Fantasy, Fighting, Humor",Steve Jackson (I),1.7899
3384,https://boardgamegeek.com/boardgame/175334/undercity-iron-kingdoms-adventure-board-game,175334,The Undercity: An Iron Kingdoms Adventure Board Game,2,4,120,60,120,2015,7.14794,5.76721,262,https://cf.geekdo-images.com/original/img/-h0JfkB5i3DMJIKy_3DOzHWPXEg=/0x0/pic2514461.png,14,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Variable Player Powers",691,"Adventure, Exploration, Fantasy, Fighting, Miniatures","David Carl, Will Schoonover",2.8125
3385,https://boardgamegeek.com/boardgame/10226/thunder-crossroads-second-edition,10226,Thunder at the Crossroads (second edition),2,2,360,360,360,1993,7.67331,5.767,170,https://cf.geekdo-images.com/original/img/HzZKs4PVCnhhVo7WQ-8LzReTitQ=/0x0/pic361578.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",474,"American Civil War, Wargame","Dean Essig, David A. Powell",3.4333
3386,https://boardgamegeek.com/boardgame/178940/push-it,178940,Push It,2,4,10,10,0,2015,7.22198,5.76692,202,https://cf.geekdo-images.com/original/img/CYSJdbtSvivoz7YdsgJMojmd_gk=/0x0/pic2868913.jpg,7,none,356,"Action / Dexterity, Children's Game",Leeson George,1
3387,https://boardgamegeek.com/boardgame/21358/savage-worlds,21358,Savage Worlds,2,10,240,240,240,2003,7.98021,5.76689,144,https://cf.geekdo-images.com/original/img/eDPdkHmjuwaNGqbLlP_uiARzCyA=/0x0/pic107693.jpg,0,Role Playing,314,Miniatures,Shane Lacy Hensley,2.8824
3388,https://boardgamegeek.com/boardgame/163027/loop-inc,163027,Loop Inc.,2,4,40,20,40,2015,6.50048,5.76681,412,https://cf.geekdo-images.com/original/img/8R1t5SXuR7dsGRsIkjuwn52M2MM=/0x0/pic2486422.jpg,13,"Action / Movement Programming, Hand Management",981,"Science Fiction, Travel",Scott Almes,2.5
3389,https://boardgamegeek.com/boardgame/233961/claim,233961,Claim,2,2,25,25,25,2017,7.06737,5.76655,226,https://cf.geekdo-images.com/original/img/0SYyH3-WWU42pl8nG0mSvuXQN44=/0x0/pic3714302.jpg,10,Trick-taking,512,"Card Game, Fantasy",Scott Almes,2
3390,https://boardgamegeek.com/boardgame/1125/big-shot,1125,Big Shot,2,4,30,30,30,2001,6.49073,5.76652,395,https://cf.geekdo-images.com/original/img/j8tPDsfDtEv4MxtE_828Bpe7djU=/0x0/pic405069.jpg,10,"Area Control / Area Influence, Auction/Bidding, Dice Rolling",573,Economic,Alex Randolph,2.0256
3391,https://boardgamegeek.com/boardgame/169275/pixel-tactics-4,169275,Pixel Tactics 4,2,2,45,45,45,2015,7.56847,5.76635,176,https://cf.geekdo-images.com/original/img/V-o-kSb9VcYXFDBiLEkCQXZpM7o=/0x0/pic2310887.png,12,"Hand Management, Variable Player Powers",1094,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2
3392,https://boardgamegeek.com/boardgame/176146/lamps-are-going-out,176146,The Lamps Are Going Out,2,4,240,180,240,2016,7.58443,5.76573,185,https://cf.geekdo-images.com/original/img/7QiAQ6uKj2CHo_Ikci-99PlLRmY=/0x0/pic2487750.jpg,12,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling",415,"Wargame, World War I",Kirk Uhlmann,2.6923
3393,https://boardgamegeek.com/boardgame/67601/d-day-peleliu,67601,D-Day at Peleliu,1,2,300,180,300,2015,8.24667,5.76573,135,https://cf.geekdo-images.com/original/img/kzkfq1UgMOfIHSH_wvKEdvJu1Tc=/0x0/pic2529440.jpg,12,"Hex-and-Counter, Simulation",735,"Wargame, World War II",John H. Butterfield,4
3394,https://boardgamegeek.com/boardgame/195242/tanks-panther-vs-sherman,195242,Tanks: Panther vs Sherman,2,0,60,0,60,2016,7.43103,5.76573,236,https://cf.geekdo-images.com/original/img/HZEDgxs4rv4YWAtMFX6vxbHDL3g=/0x0/pic2933710.jpg,0,"Action Point Allowance System, Dice Rolling, Variable Player Powers",627,"Collectible Components, Miniatures, Wargame, World War II","Andrew Haught, Chris Townley, Phil Yates",1.7857
3395,https://boardgamegeek.com/boardgame/175695/minerva,175695,Minerva,1,4,90,60,90,2015,7.01,5.76573,235,https://cf.geekdo-images.com/original/img/XG9ZojpN9JC5KVR6JQGJ67CyQPk=/0x0/pic3464116.png,10,Tile Placement,428,City Building,Hisashi Hayashi,2.875
3396,https://boardgamegeek.com/boardgame/1799/warlord-saga-storm,1799,Warlord: Saga of the Storm,2,4,10,10,10,2001,6.76403,5.7657,370,https://cf.geekdo-images.com/original/img/yQ39ihkiGxf50c41-HAZiiQ3qzc=/0x0/pic11610.jpg,10,none,580,"Card Game, Collectible Components, Fantasy","Oliver Schaaf, Dave Williams (II)",2.7105
3397,https://boardgamegeek.com/boardgame/125996/mythic-battles,125996,Mythic Battles,2,4,45,45,45,2012,6.91989,5.76569,277,https://cf.geekdo-images.com/original/img/i8EvGFw7KKGdm06OWUAwY4QwX0U=/0x0/pic1893767.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Modular Board",841,"Ancient, Card Game, Mythology, Wargame",Benoit Vogt,2.9118
3398,https://boardgamegeek.com/boardgame/39383/frontline-d-day,39383,Frontline: D-Day,1,4,60,60,60,2010,6.71193,5.76567,332,https://cf.geekdo-images.com/original/img/gs13wPANCpdTU--numPG-IJAsLs=/0x0/pic1046606.jpg,0,"Campaign / Battle Card Driven, Hand Management, Simulation",718,"Card Game, Wargame, World War II",Dan Verssen,2.4667
3399,https://boardgamegeek.com/boardgame/130680/iknow,130680,iKNOW,2,6,60,60,60,2012,6.37757,5.76542,548,https://cf.geekdo-images.com/original/img/vghQP2pJ11Zabj8OJhI6CZVeknU=/0x0/pic1548407.jpg,15,Betting/Wagering,803,"Card Game, Party Game, Trivia",none,1.6429
3400,https://boardgamegeek.com/boardgame/6923/battletech-citytech,6923,BattleTech: CityTech,2,6,90,90,90,1986,6.72477,5.76526,323,https://cf.geekdo-images.com/original/img/6dc-XXinvhBLwa88C0iZF460ZNc=/0x0/pic60346.jpg,12,"Dice Rolling, Hex-and-Counter, Variable Player Powers",865,"Miniatures, Science Fiction, Wargame","L. Ross Babcock, III, Forest Brown, Tara Gallagher, Sam Lewis, Mike Nystul, Bryan Nystul, Jordan Weisman, Wm. John Wheeler",3.4242
3401,https://boardgamegeek.com/boardgame/90/star-wars-episode-1-clash-lightsabers,90,Star Wars: Episode 1 – Clash of the Lightsabers,2,2,20,20,20,1999,6.27483,5.76512,550,https://cf.geekdo-images.com/original/img/aAuw3NvdEOqf8P3u9zf8HRKTA1s=/0x0/pic192632.jpg,8,Hand Management,966,"Card Game, Movies / TV / Radio theme, Science Fiction",Craig Van Ness,1.4262
3402,https://boardgamegeek.com/boardgame/155460/hobbit-unexpected-journey-deck-building-game,155460,The Hobbit: An Unexpected Journey Deck-Building Game,2,5,45,45,45,2014,6.99511,5.76468,281,https://cf.geekdo-images.com/original/img/6_4nB9L6_JTcWh6s_tAzgq3GH0M=/0x0/pic2060686.jpg,15,Deck / Pool Building,787,"Card Game, Movies / TV / Radio theme",Erik V Larsen,2.1818
3403,https://boardgamegeek.com/boardgame/182074/antarctica,182074,Antarctica,2,4,90,45,90,2015,6.35062,5.76449,497,https://cf.geekdo-images.com/original/img/aXIV3a-MvSpq3fAvsb8OCFVZ8cI=/0x0/pic2639560.jpg,10,"Area Control / Area Influence, Area Movement",813,none,Charles Chevallier,2.7692
3404,https://boardgamegeek.com/boardgame/160784/fidelitas,160784,Fidelitas,1,4,30,30,30,2015,6.31092,5.76419,538,https://cf.geekdo-images.com/original/img/_hWXyo0P560rDuKaFthA2RT3i9E=/0x0/pic2072852.jpg,10,Hand Management,1359,"Card Game, Medieval","Philip duBarry, Jason Kotarski",1.8182
3405,https://boardgamegeek.com/boardgame/3095/star-trek-adventure-game,3095,Star Trek: The Adventure Game,1,2,180,180,180,1985,6.90019,5.76414,282,https://cf.geekdo-images.com/original/img/d1Z14wNb4F3heVI17kTdccYJiPs=/0x0/pic669897.jpg,10,"Action Point Allowance System, Hex-and-Counter, Variable Player Powers",709,"Adventure, Movies / TV / Radio theme, Science Fiction","Greg Costikyan, Doug Kaufman",2.1379
3406,https://boardgamegeek.com/boardgame/23981/genesis,23981,Genesis,2,4,45,45,45,2006,6.45205,5.76413,433,https://cf.geekdo-images.com/original/img/kcZBYgpArAmoFJlfKvX3hqBSCWs=/0x0/pic147386.jpg,10,"Dice Rolling, Tile Placement",512,"Prehistoric, Territory Building",Reiner Knizia,2.0656
3407,https://boardgamegeek.com/boardgame/195237/leaders-euphoria-choose-better-oppressor,195237,Leaders of Euphoria: Choose a Better Oppressor,4,8,35,15,35,2017,6.64327,5.76407,341,https://cf.geekdo-images.com/original/img/W4YJwNWpKnU2dDAW4AJQNu-Zm_g=/0x0/pic3159845.png,12,"Memory, Partnerships, Take That",1077,"Bluffing, Card Game, Deduction, Party Game","Brian Henk, Clayton Skancke",1.8333
3408,https://boardgamegeek.com/boardgame/161757/new-salem,161757,New Salem,3,8,45,30,45,2015,6.45152,5.76403,440,https://cf.geekdo-images.com/original/img/AvbN9xd7EDdV19JnYaNhGVfAIu0=/0x0/pic2852933.jpg,14,"Card Drafting, Partnerships, Set Collection",838,"Bluffing, Card Game, City Building, Deduction","Brian Henk, Clayton Skancke",1.5556
3409,https://boardgamegeek.com/boardgame/1708/stellar-conquest,1708,Stellar Conquest,2,4,240,240,240,1975,6.38032,5.76375,532,https://cf.geekdo-images.com/original/img/KCarmCos_-5SnfaznbA7h7b74vE=/0x0/pic243276.jpg,12,"Card Drafting, Dice Rolling, Hex-and-Counter, Secret Unit Deployment",1338,"Economic, Science Fiction, Space Exploration, Wargame",Howard Thompson,3.137
3410,https://boardgamegeek.com/boardgame/210040/illimat,210040,Illimat,2,4,60,15,60,2017,7.58402,5.76373,244,https://cf.geekdo-images.com/original/img/gRPpbJYena8KJalMACE4fdK_b3Y=/0x0/pic3861210.jpg,12,"Hand Management, Set Collection",568,"Abstract Strategy, Card Game",Keith Baker,2
3411,https://boardgamegeek.com/boardgame/204728/battlecon-trials-indines,204728,BattleCON: Trials of Indines,2,2,45,10,45,2016,8.67105,5.76362,114,https://cf.geekdo-images.com/original/img/u2ckx27hoE3Wn1vDRzSWQEZOZL4=/0x0/pic3647842.jpg,8,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection, Variable Player Powers",520,"Bluffing, Card Game, Deduction, Fighting, Video Game Theme","D. Brad Talton, Jr.",3.3333
3412,https://boardgamegeek.com/boardgame/133405/island-siege,133405,Island Siege,2,4,45,45,45,2013,6.81411,5.7635,280,https://cf.geekdo-images.com/original/img/D2W-54QgOVXvgeCLQ8VYPXOWK0M=/0x0/pic1522480.jpg,13,"Card Drafting, Dice Rolling",612,"Card Game, Dice, Nautical",Dan Manfredini,1.92
3413,https://boardgamegeek.com/boardgame/214996/silver-bayonet-first-team-vietnam-1965-25th-annive,214996,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",1,2,960,30,960,2016,8.27143,5.76347,133,https://cf.geekdo-images.com/original/img/-47L5IAuqWauQOHgsnQ5LC-0lLM=/0x0/pic3093082.png,12,"Dice Rolling, Hex-and-Counter",720,"Vietnam War, Wargame","Gene Billingsley, Mitchell Land",3.6667
3414,https://boardgamegeek.com/boardgame/15999/1825-unit-3,15999,1825 Unit 3,2,2,120,120,120,2004,7.54875,5.76339,160,https://cf.geekdo-images.com/original/img/Ndpvv3hT6CbDSY-l7wT2zT1T6pQ=/0x0/pic340504.jpg,14,"Route/Network Building, Stock Holding, Tile Placement",320,"Trains, Transportation",Francis Tresham,3.6842
3415,https://boardgamegeek.com/boardgame/121423/skyline,121423,Skyline,1,4,20,10,20,2012,6.00742,5.76333,1238,https://cf.geekdo-images.com/original/img/WXBt8tA3KVIUxtGRwXQXd8_tYto=/0x0/pic1919942.jpg,10,"Dice Rolling, Press Your Luck, Set Collection",1696,"City Building, Dice",David Short,1.2925
3416,https://boardgamegeek.com/boardgame/12355/fire-and-fury,12355,Fire and Fury,2,12,180,180,180,1990,7.65262,5.7633,168,https://cf.geekdo-images.com/original/img/2AaOKUf3szGtqcCTolqSaRe5W-o=/0x0/pic50137.jpg,12,Dice Rolling,252,"American Civil War, Dice, Miniatures, Wargame",Rich Hasenauer,3.087
3417,https://boardgamegeek.com/boardgame/43578/monster-chase,43578,Monster Chase,1,5,10,10,10,2009,6.38618,5.76307,500,https://cf.geekdo-images.com/original/img/AZwAC5mJk_aGNRcQo4RUA1qLmc4=/0x0/pic2986448.jpg,4,"Co-operative Play, Memory",1065,"Children's Game, Memory",Antoine Bauza,1.0312
3418,https://boardgamegeek.com/boardgame/11274/devils-horsemen,11274,Devil's Horsemen,2,2,240,240,240,2004,7.34797,5.76304,202,https://cf.geekdo-images.com/original/img/_kllvsoqzkQIK3JVqBKFIpN6t6U=/0x0/pic58131.jpg,12,Hex-and-Counter,1059,"Medieval, Wargame","Richard H. Berg, Mark Herman",3.5128
3419,https://boardgamegeek.com/boardgame/28185/kaisers-pirates,28185,The Kaiser's Pirates,1,4,90,90,90,2007,6.44515,5.76298,499,https://cf.geekdo-images.com/original/img/9bjyOE54JIVEL3dXsVfcVpeVb3E=/0x0/pic512074.jpg,9,"Dice Rolling, Hand Management",1020,"Card Game, Nautical, Wargame, World War I",James M. Day,2.2821
3420,https://boardgamegeek.com/boardgame/126/really-nasty-horse-racing-game,126,The Really Nasty Horse Racing Game,2,6,90,90,90,1987,6.30691,5.7629,687,https://cf.geekdo-images.com/original/img/qNnw1qEstYx694L5cFrofb3WTAM=/0x0/pic1377507.jpg,12,Betting/Wagering,1028,"Animals, Racing",Simon Knock,1.68
3421,https://boardgamegeek.com/boardgame/200834/sola-fide-reformation,200834,Sola Fide: The Reformation,2,2,45,45,45,2016,6.63839,5.76288,327,https://cf.geekdo-images.com/original/img/R9EDi257B4JypLdQv60UNjI0rBQ=/0x0/pic3134077.jpg,12,"Area Control / Area Influence, Card Drafting, Simulation",768,"Card Game, Educational, Political, Religious","Christian Leonhard, Jason Matthews",2
3422,https://boardgamegeek.com/boardgame/144574/last-chance-victory,144574,Last Chance for Victory,2,2,60,60,60,2014,8.81858,5.76281,105,https://cf.geekdo-images.com/original/img/9KuFhdhMm5K-cEza7s2Loi0z0wc=/0x0/pic1875530.jpg,15,"Dice Rolling, Hex-and-Counter",541,"American Civil War, Civil War, Wargame",Dean Essig,4
3423,https://boardgamegeek.com/boardgame/206754/burkes-gambit,206754,Burke's Gambit,4,8,20,20,20,2016,6.73269,5.76259,387,https://cf.geekdo-images.com/original/img/PSpxrW2LVAmgJFBlbbTFN8MNT-g=/0x0/pic3139932.png,14,"Dice Rolling, Memory, Partnerships, Player Elimination, Variable Player Powers, Voting",616,"Bluffing, Deduction, Negotiation, Party Game, Science Fiction",Robert Yates,1.4545
3424,https://boardgamegeek.com/boardgame/5297/world-war-i,5297,World War I,2,2,180,180,180,1975,6.73187,5.76255,342,https://cf.geekdo-images.com/original/img/WQUbgtbRWloVXNG5lzmOQI4eqzI=/0x0/pic64711.jpg,12,"Dice Rolling, Hex-and-Counter",923,"Wargame, World War I","Jim Dunnigan, Joseph Miranda",2.4035
3425,https://boardgamegeek.com/boardgame/173504/greatest-day-sword-juno-and-gold-beaches,173504,"The Greatest Day: Sword, Juno, and Gold Beaches",2,8,6000,60,6000,2015,8.67051,5.7625,117,https://cf.geekdo-images.com/original/img/SAPoKZQNhjXgbWzUijcwpJSfv7w=/0x0/pic2422496.jpg,12,Chit-Pull System,541,"Wargame, World War II",Adam Starkweather,0
3426,https://boardgamegeek.com/boardgame/1982/black-spy,1982,Black Spy,3,6,45,45,45,1981,6.27384,5.76245,555,https://cf.geekdo-images.com/original/img/JTNI-7cSYFghpNeJgjNJgYempbY=/0x0/pic1629166.jpg,14,Trick-taking,1290,"Card Game, Spies/Secret Agents",Alan R. Moon,1.4314
3427,https://boardgamegeek.com/boardgame/172896/dont-turn-your-back,172896,Don't Turn Your Back,2,4,60,45,60,2015,7.15299,5.76239,220,https://cf.geekdo-images.com/original/img/bxbhGRLMNEEI5RopJ0Nfr3Xny-E=/0x0/pic2401802.jpg,13,"Area Control / Area Influence, Deck / Pool Building, Worker Placement",431,Horror,Eric B. Vogel,2.3846
3428,https://boardgamegeek.com/boardgame/149910/six-making,149910,Six Making,2,2,25,25,25,2013,7.79773,5.76235,185,https://cf.geekdo-images.com/original/img/Wi9Jo76BHv6PTnIpil5nxsIea8A=/0x0/pic3051633.jpg,12,Grid Movement,234,"Abstract Strategy, Puzzle",József Dorsonczky,1.7857
3429,https://boardgamegeek.com/boardgame/2580/persian-gulf-battle-middle-east,2580,Persian Gulf: Battle for the Middle East,2,2,300,300,300,1986,7.47912,5.76212,191,https://cf.geekdo-images.com/original/img/Clf8l2EzyDDoC4EiFad96Tfmv7g=/0x0/pic128073.jpg,12,"Hex-and-Counter, Simulation",563,"Modern Warfare, Wargame","John Astell, Frank Chadwick",3.4815
3430,https://boardgamegeek.com/boardgame/161681/lift-get-me-planet,161681,Lift Off! Get me off this Planet!,2,5,45,30,45,2015,6.91027,5.76182,331,https://cf.geekdo-images.com/original/img/DlpzVTReTpGOBZ6qVs5U8-A6MQI=/0x0/pic2502487.png,8,"Modular Board, Partnerships, Worker Placement",633,"Environmental, Science Fiction",Eduardo Baraf,1.8387
3431,https://boardgamegeek.com/boardgame/229427/warhammer-40000-eighth-edition,229427,"Warhammer 40,000 (Eighth Edition)",2,12,180,120,180,2017,8.1153,5.76163,134,https://cf.geekdo-images.com/original/img/yD4TiC1g0x17vYvUMBWpOyEJxe4=/0x0/pic3601388.jpg,12,"Action Point Allowance System, Dice Rolling, Point to Point Movement, Variable Player Powers",306,"Book, Miniatures, Science Fiction, Wargame",none,3
3432,https://boardgamegeek.com/boardgame/937/1825-unit-1,937,1825 Unit 1,2,5,180,180,180,1995,6.81151,5.76161,265,https://cf.geekdo-images.com/original/img/jTLsFjutidfPv7c-MX9HybA2Sv4=/0x0/pic346580.jpg,14,"Modular Board, Route/Network Building, Stock Holding",461,"Trains, Transportation",Francis Tresham,3.6087
3433,https://boardgamegeek.com/boardgame/3495/harry-potter-trading-card-game,3495,Harry Potter Trading Card Game,2,2,20,20,20,2001,6.18257,5.76158,897,https://cf.geekdo-images.com/original/img/5flqjZHa9_-kHKGdWl0YQ7ja-nI=/0x0/pic201961.jpg,9,"Action Point Allowance System, Hand Management, Variable Player Powers",1588,"Card Game, Collectible Components, Fantasy, Fighting, Novel-based","Skaff Elias, Mike Elliott, Paul Peterson",1.96
3434,https://boardgamegeek.com/boardgame/144743/machina-arcana,144743,Machina Arcana,1,4,150,150,150,2014,7.51147,5.76146,218,https://cf.geekdo-images.com/original/img/k0stOttzcdOszhhErQNDwyPO0pc=/0x0/pic1787530.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement",565,"Adventure, Dice, Exploration, Fighting, Horror, Mythology",Juraj Bilich,3.1111
3435,https://boardgamegeek.com/boardgame/127282/al-rashid,127282,Al Rashid,2,5,100,100,100,2012,6.70481,5.76139,343,https://cf.geekdo-images.com/original/img/c28t5L2BUyMVJmJevH4UCy7mKbo=/0x0/pic1356506.jpg,13,"Area Control / Area Influence, Set Collection, Variable Phase Order, Worker Placement",469,"Arabian, Economic","Giorgio De Michele, Pierluca Zizzi",3.48
3436,https://boardgamegeek.com/boardgame/38430/timber-tom,38430,Timber Tom,2,4,60,60,60,2008,6.57243,5.76139,378,https://cf.geekdo-images.com/original/img/nT7Ihh76NvY1VtFVksDGnzfJXio=/0x0/pic391096.jpg,0,"Area Enclosure, Dice Rolling",474,"Adventure, Puzzle, Racing",Marco Bing,1.8182
3437,https://boardgamegeek.com/boardgame/1152/mystic-wood,1152,The Mystic Wood,2,4,60,60,60,1980,6.48196,5.76137,467,https://cf.geekdo-images.com/original/img/gqIvy5FczfhAjE9QzZES-3chPjE=/0x0/pic243211.jpg,12,"Modular Board, Variable Player Powers",908,"Adventure, Exploration, Fantasy, Fighting, Medieval",Terence Peter Donnelly,1.4792
3438,https://boardgamegeek.com/boardgame/1681/tokyo-express,1681,Tokyo Express,1,2,180,180,180,1988,7.08144,5.7612,264,https://cf.geekdo-images.com/original/img/Y0WimifsWg2jgliOKdMANgSciDg=/0x0/pic2278277.png,12,"Dice Rolling, Hex-and-Counter",1055,"Nautical, Wargame, World War II",Jon Southard,3.9615
3439,https://boardgamegeek.com/boardgame/1315/africa,1315,Africa,2,5,60,60,60,2001,6.00159,5.76103,1221,https://cf.geekdo-images.com/original/img/CmDC9YInv6CrrWHlVk1AQo4sreg=/0x0/pic9530.jpg,10,Set Collection,1314,Exploration,Reiner Knizia,1.7481
