_id,date,center_name,attendance_count
13666,2013-02-08,Magee Community Center,18
13667,2013-02-08,West Penn Community Center,87
13668,2013-02-07,Paulson Community Center,42
13669,2013-02-07,Phillips Community Center,26
13670,2013-02-07,Warrington Community Center,67
13671,2013-02-07,Ammon Community Center,218
13672,2013-02-07,Arlington Community Center,44
13673,2013-02-07,Brookline Community Center,221
13674,2013-02-07,Magee Community Center,36
13675,2013-02-07,Jefferson Community Center,22
13676,2013-02-07,Ormsby Community Center,50
13677,2013-02-07,West Penn Community Center,125
13678,2013-02-06,Warrington Community Center,46
13679,2013-02-06,Phillips Community Center,171
13680,2013-02-06,Paulson Community Center,36
13681,2013-02-06,Brookline Community Center,240
13682,2013-02-06,Arlington Community Center,32
13683,2013-02-06,Ammon Community Center,39
13684,2013-02-06,Ormsby Community Center,115
13685,2013-02-06,Jefferson Community Center,23
13686,2013-02-06,Magee Community Center,52
13687,2013-02-06,West Penn Community Center,78
13688,2013-02-05,Paulson Community Center,64
13689,2013-02-05,Phillips Community Center,20
13690,2013-02-05,Warrington Community Center,53
13691,2013-02-05,Ammon Community Center,255
13692,2013-02-05,Arlington Community Center,20
13693,2013-02-05,Brookline Community Center,249
13694,2013-02-05,Magee Community Center,37
13695,2013-02-05,Jefferson Community Center,27
13696,2013-02-05,Ormsby Community Center,55
13697,2013-02-05,West Penn Community Center,72
13698,2013-02-04,Warrington Community Center,49
13699,2013-02-04,Phillips Community Center,49
13700,2013-02-04,Paulson Community Center,40
13701,2013-02-04,Brookline Community Center,197
13702,2013-02-04,Arlington Community Center,9
13703,2013-02-04,Ammon Community Center,36
13704,2013-02-04,Ormsby Community Center,64
13705,2013-02-04,Jefferson Community Center,20
13706,2013-02-04,Magee Community Center,38
13707,2013-02-04,West Penn Community Center,92
13708,2013-02-02,Ormsby Field (Playground),31
13709,2013-02-02,Phillips Community Center,105
13710,2013-02-02,Warrington Community Center,34
13711,2013-02-02,Arlington Community Center,119
13712,2013-02-02,Brookline Community Center,300
13713,2013-02-02,Magee Community Center,108
13714,2013-02-02,Jefferson Community Center,7
13715,2013-02-02,West Penn Community Center,82
13716,2013-02-01,Warrington Community Center,25
13717,2013-02-01,Phillips Community Center,24
13718,2013-02-01,Paulson Community Center,24
13719,2013-02-01,Brookline Community Center,119
13720,2013-02-01,Arlington Community Center,14
13721,2013-02-01,Ammon Community Center,15
13722,2013-02-01,Jefferson Community Center,22
13723,2013-02-01,Magee Community Center,36
13724,2013-02-01,Ormsby Community Center,40
13725,2013-02-01,West Penn Community Center,68
13726,2013-01-31,Paulson Community Center,23
13727,2013-01-31,Phillips Community Center,36
13728,2013-01-31,Warrington Community Center,54
13729,2013-01-31,Ammon Community Center,174
13730,2013-01-31,Arlington Community Center,35
13731,2013-01-31,Brookline Community Center,258
13732,2013-01-31,Ormsby Community Center,59
13733,2013-01-31,Magee Community Center,94
13734,2013-01-31,Jefferson Community Center,37
13735,2013-01-31,West Penn Community Center,150
13736,2013-01-30,Warrington Community Center,69
13737,2013-01-30,Phillips Community Center,71
13738,2013-01-30,Paulson Community Center,41
13739,2013-01-30,Brookline Community Center,178
13740,2013-01-30,Arlington Community Center,40
13741,2013-01-30,Ammon Community Center,110
13742,2013-01-30,Jefferson Community Center,16
13743,2013-01-30,Magee Community Center,43
13744,2013-01-30,Ormsby Community Center,96
13745,2013-01-30,West Penn Community Center,65
13746,2013-01-29,Phillips Community Center,93
13747,2013-01-29,Warrington Community Center,39
13748,2013-01-29,Ammon Community Center,53
13749,2013-01-29,Arlington Community Center,24
13750,2013-01-29,Brookline Community Center,282
13751,2013-01-29,Ormsby Community Center,52
13752,2013-01-29,Magee Community Center,31
13753,2013-01-29,Jefferson Community Center,19
13754,2013-01-29,West Penn Community Center,129
13755,2013-01-28,Warrington Community Center,76
13756,2013-01-28,Phillips Community Center,104
13757,2013-01-28,Paulson Community Center,26
13758,2013-01-28,Brookline Community Center,252
13759,2013-01-28,Arlington Community Center,31
13760,2013-01-28,Ammon Community Center,46
13761,2013-01-28,Jefferson Community Center,26
13762,2013-01-28,Magee Community Center,35
13763,2013-01-28,Ormsby Community Center,102
13764,2013-01-28,West Penn Community Center,82
13765,2013-01-26,Phillips Community Center,78
13766,2013-01-26,Warrington Community Center,10
13767,2013-01-26,Arlington Community Center,12
13768,2013-01-26,Brookline Community Center,286
13769,2013-01-26,Magee Community Center,249
13770,2013-01-26,Jefferson Community Center,6
13771,2013-01-26,West Penn Community Center,10
13772,2013-01-25,Warrington Community Center,38
13773,2013-01-25,Phillips Community Center,57
13774,2013-01-25,Paulson Community Center,8
13775,2013-01-25,Brookline Community Center,51
13776,2013-01-25,Arlington Community Center,16
13777,2013-01-25,Ammon Community Center,16
13778,2013-01-25,Jefferson Community Center,31
13779,2013-01-25,Magee Community Center,23
13780,2013-01-25,Ormsby Community Center,33
13781,2013-01-25,West Penn Community Center,44
13782,2013-01-24,Paulson Community Center,62
13783,2013-01-24,Phillips Community Center,134
13784,2013-01-24,Warrington Community Center,46
13785,2013-01-24,Ammon Community Center,75
13786,2013-01-24,Arlington Community Center,30
13787,2013-01-24,Brookline Community Center,248
13788,2013-01-24,Ormsby Community Center,52
13789,2013-01-24,Magee Community Center,42
13790,2013-01-24,Jefferson Community Center,27
13791,2013-01-24,West Penn Community Center,169
13792,2013-01-23,Warrington Community Center,71
13793,2013-01-23,Phillips Community Center,35
13794,2013-01-23,Paulson Community Center,32
13795,2013-01-23,Ormsby Field (Playground),78
13796,2013-01-23,Brookline Community Center,227
13797,2013-01-23,Arlington Community Center,44
13798,2013-01-23,Ammon Community Center,34
13799,2013-01-23,Jefferson Community Center,32
13800,2013-01-23,Magee Community Center,47
13801,2013-01-23,West Penn Community Center,138
13802,2013-01-22,Paulson Community Center,59
13803,2013-01-22,Phillips Community Center,138
13804,2013-01-22,Warrington Community Center,64
13805,2013-01-22,Ammon Community Center,43
13806,2013-01-22,Arlington Community Center,19
13807,2013-01-22,Brookline Community Center,199
13808,2013-01-22,Magee Community Center,44
13809,2013-01-22,Jefferson Community Center,25
13810,2013-01-22,Ormsby Community Center,61
13811,2013-01-22,West Penn Community Center,150
13812,2013-01-19,Warrington Community Center,73
13813,2013-01-19,Phillips Community Center,97
13814,2013-01-19,Brookline Community Center,258
13815,2013-01-19,Arlington Community Center,105
13816,2013-01-19,Ormsby Community Center,33
13817,2013-01-19,Jefferson Community Center,6
13818,2013-01-19,Magee Community Center,176
13819,2013-01-19,West Penn Community Center,40
13820,2013-01-18,Phillips Community Center,203
13821,2013-01-18,Paulson Community Center,43
13822,2013-01-18,Warrington Community Center,31
13823,2013-01-18,Arlington Community Center,46
13824,2013-01-18,Brookline Community Center,156
13825,2013-01-18,Ammon Community Center,24
13826,2013-01-18,Magee Community Center,51
13827,2013-01-18,Jefferson Community Center,39
13828,2013-01-18,Ormsby Community Center,47
13829,2013-01-18,West Penn Community Center,41
13830,2013-01-17,Warrington Community Center,68
13831,2013-01-17,Paulson Community Center,59
13832,2013-01-17,Phillips Community Center,142
13833,2013-01-17,Ammon Community Center,305
13834,2013-01-17,Brookline Community Center,242
13835,2013-01-17,Arlington Community Center,54
13836,2013-01-17,Ormsby Community Center,131
13837,2013-01-17,Jefferson Community Center,32
13838,2013-01-17,Magee Community Center,45
13839,2013-01-17,West Penn Community Center,146
13840,2013-01-16,Phillips Community Center,31
13841,2013-01-16,Paulson Community Center,28
13842,2013-01-16,Warrington Community Center,65
13843,2013-01-16,Arlington Community Center,85
13844,2013-01-16,Brookline Community Center,272
13845,2013-01-16,Ammon Community Center,36
13846,2013-01-16,Magee Community Center,65
13847,2013-01-16,Jefferson Community Center,29
13848,2013-01-16,Ormsby Community Center,92
13849,2013-01-16,West Penn Community Center,90
13850,2013-01-15,Warrington Community Center,48
13851,2013-01-15,Paulson Community Center,35
13852,2013-01-15,Phillips Community Center,97
13853,2013-01-15,Ammon Community Center,132
13854,2013-01-15,Brookline Community Center,194
13855,2013-01-15,Arlington Community Center,23
13856,2013-01-15,Ormsby Community Center,176
13857,2013-01-15,Jefferson Community Center,30
13858,2013-01-15,Magee Community Center,50
13859,2013-01-15,West Penn Community Center,117
13860,2013-01-14,Phillips Community Center,113
13861,2013-01-14,Paulson Community Center,53
13862,2013-01-14,Warrington Community Center,67
13863,2013-01-14,Arlington Community Center,31
13864,2013-01-14,Brookline Community Center,255
13865,2013-01-14,Ammon Community Center,37
13866,2013-01-14,Magee Community Center,53
13867,2013-01-14,Jefferson Community Center,30
13868,2013-01-14,Ormsby Community Center,106
13869,2013-01-14,West Penn Community Center,131
13870,2013-01-12,Warrington Community Center,19
13871,2013-01-12,Phillips Community Center,232
13872,2013-01-12,Brookline Community Center,396
13873,2013-01-12,Arlington Community Center,53
13874,2013-01-12,Ormsby Community Center,16
13875,2013-01-12,Jefferson Community Center,7
13876,2013-01-12,Magee Community Center,60
13877,2013-01-12,West Penn Community Center,128
13878,2013-01-11,Phillips Community Center,166
13879,2013-01-11,Paulson Community Center,22
13880,2013-01-11,Warrington Community Center,51
13881,2013-01-11,Arlington Community Center,51
13882,2013-01-11,Brookline Community Center,225
13883,2013-01-11,Ammon Community Center,20
13884,2013-01-11,Magee Community Center,46
13885,2013-01-11,Jefferson Community Center,37
13886,2013-01-11,Ormsby Community Center,32
13887,2013-01-11,West Penn Community Center,81
13888,2013-01-10,Warrington Community Center,74
13889,2013-01-10,Paulson Community Center,60
13890,2013-01-10,Phillips Community Center,182
13891,2013-01-10,Ammon Community Center,32
13892,2013-01-10,Brookline Community Center,275
13893,2013-01-10,Arlington Community Center,64
13894,2013-01-10,Ormsby Community Center,47
13895,2013-01-10,Jefferson Community Center,43
13896,2013-01-10,Magee Community Center,108
13897,2013-01-10,West Penn Community Center,170
13898,2013-01-09,Phillips Community Center,130
13899,2013-01-09,Paulson Community Center,2
13900,2013-01-09,Warrington Community Center,60
13901,2013-01-09,Arlington Community Center,64
13902,2013-01-09,Brookline Community Center,223
13903,2013-01-09,Ammon Community Center,57
13904,2013-01-09,Magee Community Center,45
13905,2013-01-09,Jefferson Community Center,26
13906,2013-01-09,Ormsby Community Center,101
13907,2013-01-09,West Penn Community Center,74
13908,2013-01-08,Warrington Community Center,73
13909,2013-01-08,Paulson Community Center,42
13910,2013-01-08,Phillips Community Center,90
13911,2013-01-08,Ammon Community Center,3
13912,2013-01-08,Brookline Community Center,229
13913,2013-01-08,Arlington Community Center,48
13914,2013-01-08,Ormsby Community Center,61
13915,2013-01-08,Jefferson Community Center,32
13916,2013-01-08,Magee Community Center,53
13917,2013-01-08,West Penn Community Center,59
13918,2013-01-07,Phillips Community Center,41
13919,2013-01-07,Paulson Community Center,29
13920,2013-01-07,Warrington Community Center,68
13921,2013-01-07,Arlington Community Center,30
13922,2013-01-07,Brookline Community Center,199
13923,2013-01-07,Ammon Community Center,34
13924,2013-01-07,Magee Community Center,44
13925,2013-01-07,Jefferson Community Center,37
13926,2013-01-07,Ormsby Community Center,100
13927,2013-01-07,West Penn Community Center,100
13928,2013-01-05,Warrington Community Center,24
13929,2013-01-05,Ormsby Field (Playground),32
13930,2013-01-05,Phillips Community Center,122
13931,2013-01-05,Brookline Community Center,281
13932,2013-01-05,Arlington Community Center,83
13933,2013-01-05,Jefferson Community Center,9
13934,2013-01-05,Magee Community Center,113
13935,2013-01-05,West Penn Community Center,45
13936,2013-01-04,Phillips Community Center,43
13937,2013-01-04,Paulson Community Center,43
13938,2013-01-04,Warrington Community Center,54
13939,2013-01-04,Arlington Community Center,78
13940,2013-01-04,Brookline Community Center,222
13941,2013-01-04,Ammon Community Center,18
13942,2013-01-04,Magee Community Center,34
13943,2013-01-04,Jefferson Community Center,31
13944,2013-01-04,Ormsby Community Center,38
13945,2013-01-04,West Penn Community Center,55
13946,2013-01-03,Warrington Community Center,66
13947,2013-01-03,Paulson Community Center,52
13948,2013-01-03,Phillips Community Center,33
13949,2013-01-03,Ammon Community Center,21
13950,2013-01-03,Brookline Community Center,203
13951,2013-01-03,Arlington Community Center,83
13952,2013-01-03,Ormsby Community Center,29
13953,2013-01-03,Jefferson Community Center,44
13954,2013-01-03,Magee Community Center,35
13955,2013-01-03,West Penn Community Center,69
13956,2013-01-02,Phillips Community Center,28
13957,2013-01-02,Paulson Community Center,44
13958,2013-01-02,Warrington Community Center,79
13959,2013-01-02,Arlington Community Center,20
13960,2013-01-02,Brookline Community Center,228
13961,2013-01-02,Ammon Community Center,15
13962,2013-01-02,Magee Community Center,34
13963,2013-01-02,Jefferson Community Center,40
13964,2013-01-02,Ormsby Community Center,99
13965,2013-01-02,West Penn Community Center,68
13966,2012-12-31,Warrington Community Center,18
13967,2012-12-31,Paulson Community Center,14
13968,2012-12-31,Phillips Community Center,11
13969,2012-12-31,Ammon Community Center,15
13970,2012-12-31,Brookline Community Center,77
13971,2012-12-31,Arlington Community Center,16
13972,2012-12-31,Ormsby Community Center,14
13973,2012-12-31,Jefferson Community Center,26
13974,2012-12-31,Magee Community Center,16
13975,2012-12-31,West Penn Community Center,33
13976,2012-12-29,Phillips Community Center,95
13977,2012-12-29,Warrington Community Center,14
13978,2012-12-29,Brookline Community Center,55
13979,2012-12-29,West Penn Community Center,6
13980,2012-12-28,Warrington Community Center,22
13981,2012-12-28,Phillips Community Center,35
13982,2012-12-28,Paulson Community Center,12
13983,2012-12-28,Brookline Community Center,102
13984,2012-12-28,Arlington Community Center,13
13985,2012-12-28,Ammon Community Center,16
13986,2012-12-28,Magee Community Center,5
13987,2012-12-28,Jefferson Community Center,20
13988,2012-12-28,Ormsby Community Center,9
13989,2012-12-28,West Penn Community Center,37
13990,2012-12-27,Paulson Community Center,15
13991,2012-12-27,Phillips Community Center,21
13992,2012-12-27,Warrington Community Center,22
13993,2012-12-27,Ammon Community Center,5
13994,2012-12-27,Arlington Community Center,12
13995,2012-12-27,Brookline Community Center,86
13996,2012-12-27,Ormsby Community Center,14
13997,2012-12-27,Jefferson Community Center,15
13998,2012-12-27,Magee Community Center,12
13999,2012-12-27,West Penn Community Center,32
14000,2012-12-26,Phillips Community Center,6
14001,2012-12-26,Paulson Community Center,7
14002,2012-12-26,Brookline Community Center,15
14003,2012-12-26,Ormsby Community Center,3
14004,2012-12-26,West Penn Community Center,7
14005,2012-12-24,Paulson Community Center,12
14006,2012-12-24,Phillips Community Center,34
14007,2012-12-24,Warrington Community Center,46
14008,2012-12-24,Brookline Community Center,29
14009,2012-12-24,Arlington Community Center,10
14010,2012-12-24,Ammon Community Center,8
14011,2012-12-24,Ormsby Community Center,13
14012,2012-12-24,Magee Community Center,12
14013,2012-12-24,West Penn Community Center,15
14014,2012-12-22,Warrington Community Center,9
14015,2012-12-22,Phillips Community Center,93
14016,2012-12-22,Brookline Community Center,78
14017,2012-12-22,Ormsby Community Center,24
14018,2012-12-22,West Penn Community Center,77
14019,2012-12-21,Phillips Community Center,115
14020,2012-12-21,Paulson Community Center,25
14021,2012-12-21,Warrington Community Center,37
14022,2012-12-21,Brookline Community Center,71
14023,2012-12-21,Arlington Community Center,10
14024,2012-12-21,Ammon Community Center,4
14025,2012-12-21,Ormsby Community Center,24
14026,2012-12-21,Magee Community Center,29
14027,2012-12-21,Jefferson Community Center,14
14028,2012-12-21,West Penn Community Center,45
14029,2012-12-20,Warrington Community Center,37
14030,2012-12-20,Paulson Community Center,56
14031,2012-12-20,Phillips Community Center,25
14032,2012-12-20,Ammon Community Center,18
14033,2012-12-20,Brookline Community Center,253
14034,2012-12-20,Jefferson Community Center,14
14035,2012-12-20,Magee Community Center,32
14036,2012-12-20,Ormsby Community Center,43
14037,2012-12-20,West Penn Community Center,56
14038,2012-12-19,Phillips Community Center,99
14039,2012-12-19,Paulson Community Center,36
14040,2012-12-19,Warrington Community Center,84
14041,2012-12-19,Brookline Community Center,152
14042,2012-12-19,Arlington Community Center,68
14043,2012-12-19,Ammon Community Center,19
14044,2012-12-19,Ormsby Community Center,85
14045,2012-12-19,Magee Community Center,43
14046,2012-12-19,Jefferson Community Center,12
14047,2012-12-19,West Penn Community Center,79
14048,2012-12-18,Warrington Community Center,58
14049,2012-12-18,Paulson Community Center,36
14050,2012-12-18,Phillips Community Center,39
14051,2012-12-18,Ammon Community Center,16
14052,2012-12-18,Arlington Community Center,47
14053,2012-12-18,Brookline Community Center,271
14054,2012-12-18,Jefferson Community Center,41
14055,2012-12-18,Magee Community Center,29
14056,2012-12-18,Ormsby Community Center,53
14057,2012-12-18,West Penn Community Center,98
14058,2012-12-17,Phillips Community Center,61
14059,2012-12-17,Paulson Community Center,44
14060,2012-12-17,Ormsby Field (Playground),107
14061,2012-12-17,Warrington Community Center,39
14062,2012-12-17,Brookline Community Center,154
14063,2012-12-17,Arlington Community Center,20
14064,2012-12-17,Ammon Community Center,38
14065,2012-12-17,Ormsby Community Center,3
14066,2012-12-17,Magee Community Center,51
14067,2012-12-17,Jefferson Community Center,20
14068,2012-12-17,West Penn Community Center,109
14069,2012-12-15,Phillips Community Center,93
14070,2012-12-15,Ammon Community Center,58
14071,2012-12-15,Arlington Community Center,31
14072,2012-12-15,Brookline Community Center,227
14073,2012-12-15,Jefferson Community Center,4
14074,2012-12-15,Magee Community Center,67
14075,2012-12-15,Ormsby Community Center,26
14124,2012-12-10,Magee Community Center,30
14076,2012-12-15,West Penn Community Center,86
14077,2012-12-14,Phillips Community Center,23
14078,2012-12-14,Paulson Community Center,32
14079,2012-12-14,Warrington Community Center,17
14080,2012-12-14,Brookline Community Center,81
14081,2012-12-14,Arlington Community Center,30
14082,2012-12-14,Ammon Community Center,14
14083,2012-12-14,Ormsby Community Center,32
14084,2012-12-14,Magee Community Center,24
14085,2012-12-14,Jefferson Community Center,24
14086,2012-12-14,West Penn Community Center,53
14087,2012-12-13,Warrington Community Center,15
14088,2012-12-13,Paulson Community Center,24
14089,2012-12-13,Phillips Community Center,115
14090,2012-12-13,Ammon Community Center,14
14091,2012-12-13,Arlington Community Center,38
14092,2012-12-13,Brookline Community Center,210
14093,2012-12-13,Jefferson Community Center,32
14094,2012-12-13,Magee Community Center,29
14095,2012-12-13,Ormsby Community Center,60
14096,2012-12-13,West Penn Community Center,70
14097,2012-12-12,Phillips Community Center,74
14098,2012-12-12,Paulson Community Center,50
14099,2012-12-12,Warrington Community Center,77
14100,2012-12-12,Brookline Community Center,166
14101,2012-12-12,Arlington Community Center,6
14102,2012-12-12,Ammon Community Center,16
14103,2012-12-12,Ormsby Community Center,89
14104,2012-12-12,Magee Community Center,46
14105,2012-12-12,Jefferson Community Center,32
14106,2012-12-12,West Penn Community Center,98
14107,2012-12-11,Warrington Community Center,68
14108,2012-12-11,Paulson Community Center,47
14109,2012-12-11,Phillips Community Center,88
14110,2012-12-11,Ammon Community Center,17
14111,2012-12-11,Arlington Community Center,34
14112,2012-12-11,Brookline Community Center,279
14113,2012-12-11,Jefferson Community Center,22
14114,2012-12-11,Magee Community Center,44
14115,2012-12-11,Ormsby Community Center,68
14116,2012-12-11,West Penn Community Center,96
14117,2012-12-10,Phillips Community Center,42
14118,2012-12-10,Paulson Community Center,29
14119,2012-12-10,Warrington Community Center,71
14120,2012-12-10,Brookline Community Center,188
14121,2012-12-10,Arlington Community Center,26
14122,2012-12-10,Ammon Community Center,195
14123,2012-12-10,Ormsby Community Center,95
14125,2012-12-10,Jefferson Community Center,26
14126,2012-12-10,West Penn Community Center,89
14127,2012-12-08,Phillips Community Center,160
14128,2012-12-08,Brookline Community Center,269
14129,2012-12-08,Jefferson Community Center,3
14130,2012-12-08,Ormsby Community Center,37
14131,2012-12-08,West Penn Community Center,105
14132,2012-12-07,Phillips Community Center,117
14133,2012-12-07,Paulson Community Center,24
14134,2012-12-07,Warrington Community Center,14
14135,2012-12-07,Brookline Community Center,169
14136,2012-12-07,Arlington Community Center,30
14137,2012-12-07,Ammon Community Center,25
14138,2012-12-07,Ormsby Community Center,35
14139,2012-12-07,Jefferson Community Center,23
14140,2012-12-07,Magee Community Center,31
14141,2012-12-07,West Penn Community Center,66
14142,2012-12-06,Warrington Community Center,54
14143,2012-12-06,Paulson Community Center,14
14144,2012-12-06,Phillips Community Center,116
14145,2012-12-06,Ammon Community Center,14
14146,2012-12-06,Arlington Community Center,22
14147,2012-12-06,Brookline Community Center,214
14148,2012-12-06,Magee Community Center,27
14149,2012-12-06,Jefferson Community Center,34
14150,2012-12-06,Ormsby Community Center,67
14151,2012-12-06,West Penn Community Center,76
14152,2012-12-05,Phillips Community Center,32
14153,2012-12-05,Paulson Community Center,49
14154,2012-12-05,Warrington Community Center,56
14155,2012-12-05,Brookline Community Center,207
14156,2012-12-05,Arlington Community Center,23
14157,2012-12-05,Ammon Community Center,187
14158,2012-12-05,Ormsby Community Center,92
14159,2012-12-05,Jefferson Community Center,21
14160,2012-12-05,Magee Community Center,32
14161,2012-12-05,West Penn Community Center,103
14162,2012-12-04,Warrington Community Center,66
14163,2012-12-04,Paulson Community Center,59
14164,2012-12-04,Phillips Community Center,15
14165,2012-12-04,Ammon Community Center,12
14166,2012-12-04,Arlington Community Center,53
14167,2012-12-04,Brookline Community Center,287
14168,2012-12-04,Magee Community Center,31
14169,2012-12-04,Jefferson Community Center,30
14170,2012-12-04,Ormsby Community Center,54
14171,2012-12-04,West Penn Community Center,76
14172,2012-12-03,Phillips Community Center,10
14173,2012-12-03,Paulson Community Center,39
14174,2012-12-03,Warrington Community Center,30
14175,2012-12-03,Brookline Community Center,236
14176,2012-12-03,Arlington Community Center,23
14177,2012-12-03,Ammon Community Center,20
14178,2012-12-03,Ormsby Community Center,102
14179,2012-12-03,Jefferson Community Center,26
14180,2012-12-03,Magee Community Center,29
14181,2012-12-03,West Penn Community Center,109
14182,2012-12-01,Brookline Community Center,254
14183,2012-12-01,Ormsby Community Center,24
14184,2012-12-01,West Penn Community Center,80
14185,2012-11-30,Warrington Community Center,35
14186,2012-11-30,Paulson Community Center,24
14187,2012-11-30,Phillips Community Center,22
14188,2012-11-30,Brookline Community Center,85
14189,2012-11-30,Arlington Community Center,29
14190,2012-11-30,Ammon Community Center,16
14191,2012-11-30,Ormsby Community Center,43
14192,2012-11-30,Magee Community Center,46
14193,2012-11-30,Jefferson Community Center,24
14194,2012-11-30,West Penn Community Center,85
14195,2012-11-29,Phillips Community Center,29
14196,2012-11-29,Paulson Community Center,31
14197,2012-11-29,Warrington Community Center,59
14198,2012-11-29,Ammon Community Center,19
14199,2012-11-29,Arlington Community Center,35
14200,2012-11-29,Brookline Community Center,176
14201,2012-11-29,Jefferson Community Center,20
14202,2012-11-29,Magee Community Center,34
14203,2012-11-29,Ormsby Community Center,31
14204,2012-11-29,West Penn Community Center,119
14205,2012-11-28,Warrington Community Center,46
14206,2012-11-28,Paulson Community Center,28
14207,2012-11-28,Phillips Community Center,24
14208,2012-11-28,Brookline Community Center,206
14209,2012-11-28,Arlington Community Center,50
14210,2012-11-28,Ammon Community Center,21
14211,2012-11-28,Ormsby Community Center,39
14212,2012-11-28,Magee Community Center,45
14213,2012-11-28,Jefferson Community Center,11
14214,2012-11-28,West Penn Community Center,88
14215,2012-11-27,Phillips Community Center,20
14216,2012-11-27,Paulson Community Center,33
14217,2012-11-27,Warrington Community Center,55
14218,2012-11-27,Ammon Community Center,18
14219,2012-11-27,Arlington Community Center,45
14220,2012-11-27,Brookline Community Center,309
14221,2012-11-27,Jefferson Community Center,22
14222,2012-11-27,Magee Community Center,33
14223,2012-11-27,Ormsby Community Center,40
14224,2012-11-27,West Penn Community Center,104
14225,2012-11-26,Warrington Community Center,24
14226,2012-11-26,Paulson Community Center,53
14227,2012-11-26,Phillips Community Center,10
14228,2012-11-26,Brookline Community Center,260
14229,2012-11-26,Arlington Community Center,13
14230,2012-11-26,Ammon Community Center,25
14231,2012-11-26,Ormsby Community Center,45
14232,2012-11-26,Magee Community Center,35
14233,2012-11-26,Jefferson Community Center,22
14234,2012-11-26,West Penn Community Center,62
14235,2012-11-24,Phillips Community Center,18
14236,2012-11-24,Warrington Community Center,1
14237,2012-11-24,Brookline Community Center,90
14238,2012-11-24,Jefferson Community Center,4
14239,2012-11-24,Magee Community Center,35
14240,2012-11-24,Ormsby Community Center,18
14241,2012-11-24,West Penn Community Center,23
14242,2012-11-21,Warrington Community Center,15
14243,2012-11-21,Phillips Community Center,29
14244,2012-11-21,Paulson Community Center,30
14245,2012-11-21,Brookline Community Center,160
14246,2012-11-21,Arlington Community Center,16
14247,2012-11-21,Ammon Community Center,18
14248,2012-11-21,Ormsby Community Center,21
14249,2012-11-21,Magee Community Center,13
14250,2012-11-21,Jefferson Community Center,8
14251,2012-11-21,West Penn Community Center,42
14252,2012-11-20,Paulson Community Center,48
14253,2012-11-20,Phillips Community Center,4
14254,2012-11-20,Warrington Community Center,51
14255,2012-11-20,Ammon Community Center,8
14256,2012-11-20,Arlington Community Center,14
14257,2012-11-20,Brookline Community Center,236
14258,2012-11-20,Jefferson Community Center,23
14259,2012-11-20,Magee Community Center,34
14260,2012-11-20,Ormsby Community Center,25
14261,2012-11-20,West Penn Community Center,91
14262,2012-11-19,Warrington Community Center,45
14263,2012-11-19,Phillips Community Center,51
14264,2012-11-19,Paulson Community Center,56
14265,2012-11-19,Brookline Community Center,216
14266,2012-11-19,Arlington Community Center,32
14267,2012-11-19,Ammon Community Center,23
14268,2012-11-19,Ormsby Community Center,39
14269,2012-11-19,Magee Community Center,29
14270,2012-11-19,Jefferson Community Center,28
14271,2012-11-19,West Penn Community Center,88
14272,2012-11-17,Phillips Community Center,12
14273,2012-11-17,Brookline Community Center,160
14274,2012-11-17,Ormsby Community Center,15
14275,2012-11-17,West Penn Community Center,47
14276,2012-11-16,Phillips Community Center,83
14277,2012-11-16,Paulson Community Center,43
14278,2012-11-16,Warrington Community Center,19
14279,2012-11-16,Brookline Community Center,79
14280,2012-11-16,Arlington Community Center,21
14281,2012-11-16,Ormsby Community Center,33
14282,2012-11-16,Jefferson Community Center,25
14283,2012-11-16,Magee Community Center,10
14284,2012-11-16,West Penn Community Center,69
14285,2012-11-15,Warrington Community Center,45
14286,2012-11-15,Paulson Community Center,34
14287,2012-11-15,Phillips Community Center,77
14288,2012-11-15,Arlington Community Center,49
14289,2012-11-15,Brookline Community Center,124
14290,2012-11-15,Ammon Community Center,15
14291,2012-11-15,Magee Community Center,30
14292,2012-11-15,Jefferson Community Center,26
14293,2012-11-15,Ormsby Community Center,41
14294,2012-11-15,West Penn Community Center,117
14295,2012-11-14,Phillips Community Center,14
14296,2012-11-14,Paulson Community Center,29
14297,2012-11-14,Warrington Community Center,53
14298,2012-11-14,Ammon Community Center,55
14299,2012-11-14,Brookline Community Center,195
14300,2012-11-14,Arlington Community Center,25
14301,2012-11-14,Ormsby Community Center,57
14302,2012-11-14,Jefferson Community Center,22
14303,2012-11-14,Magee Community Center,37
14304,2012-11-14,West Penn Community Center,73
14305,2012-11-13,Warrington Community Center,44
14306,2012-11-13,Paulson Community Center,52
14307,2012-11-13,Phillips Community Center,29
14308,2012-11-13,Arlington Community Center,104
14309,2012-11-13,Brookline Community Center,153
14310,2012-11-13,Ammon Community Center,17
14311,2012-11-13,Magee Community Center,18
14312,2012-11-13,Jefferson Community Center,50
14313,2012-11-13,Ormsby Community Center,44
14314,2012-11-13,West Penn Community Center,77
14315,2012-11-10,Brookline Community Center,183
14316,2012-11-10,Ormsby Community Center,9
14317,2012-11-10,Magee Community Center,7
14318,2012-11-09,Phillips Community Center,36
14319,2012-11-09,Paulson Community Center,61
14320,2012-11-09,Warrington Community Center,32
14321,2012-11-09,Brookline Community Center,76
14322,2012-11-09,Arlington Community Center,22
14323,2012-11-09,Ammon Community Center,17
14324,2012-11-09,Magee Community Center,33
14325,2012-11-09,Jefferson Community Center,19
14326,2012-11-09,Ormsby Community Center,27
14327,2012-11-09,West Penn Community Center,82
